Date,Open,High,Low,Close,Adj Close,Volume,ts_polarity,twitter_volume
2016-01-04,25.6525,26.342501,25.5,26.3375,24.364536,270597600,0.0703887781058001,1133
2016-01-05,26.4375,26.4625,25.602501,25.6775,23.753977,223164000,0.1336347899019465,1430
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.289116,273829600,0.0720419357960978,1949
2016-01-07,24.67,25.032499,24.1075,24.112499,22.306208,324377600,0.0743694795909012,2289
2016-01-08,24.637501,24.7775,24.190001,24.24,22.424154,283192000,0.0515947739541148,2235
2016-01-11,24.7425,24.764999,24.334999,24.6325,22.787258,198957600,0.01944324968507,1222
2016-01-12,25.137501,25.172501,24.709999,24.99,23.117975,196616800,0.1213635711693816,1293
2016-01-13,25.08,25.297501,24.325001,24.3475,22.523605,249758400,0.1077138659406023,1292
2016-01-14,24.49,25.120001,23.934999,24.879999,23.016216,252680400,0.0392481075978946,1264
2016-01-15,24.049999,24.4275,23.84,24.282499,22.463472,319335600,0.0937840284636997,1336
2016-01-19,24.602501,24.6625,23.875,24.165001,22.35478,212350800,0.1205849283660905,960
2016-01-20,23.775,24.547501,23.355,24.1975,22.384842,289337600,0.0246786570794169,1412
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.271521,208646000,0.1245460788878852,1082
2016-01-22,24.657499,25.365,24.592501,25.355,23.455633,263202000,0.0962731562321936,1200
2016-01-25,25.379999,25.3825,24.8025,24.860001,22.997717,207178000,0.0591403802025862,874
2016-01-26,24.9825,25.219999,24.5175,24.997499,23.124914,300308000,0.0604507158136484,1743
2016-01-27,24.01,24.157499,23.334999,23.355,21.605453,533478800,0.0582557087424361,5511
2016-01-28,23.4475,23.629999,23.0975,23.522499,21.76041,222715200,0.0512113393337853,2143
2016-01-29,23.6975,24.334999,23.5875,24.334999,22.512041,257666000,0.0823940465126845,1542
2016-02-01,24.1175,24.1775,23.85,24.1075,22.301582,163774000,0.0373138293091056,660
2016-02-02,23.855,24.01,23.57,23.620001,21.850603,149428800,0.0952903148644018,1410
2016-02-03,23.75,24.209999,23.52,24.0875,22.283085,183857200,0.0927035967731624,999
2016-02-04,23.965,24.3325,23.797501,24.15,22.462126,185886800,0.1232456985056193,1114
2016-02-05,24.129999,24.23,23.422501,23.504999,21.862209,185672400,0.1104062232163384,823
2016-02-08,23.282499,23.924999,23.26,23.752501,22.092409,216085600,0.0616342780525203,795
2016-02-09,23.5725,23.985001,23.4825,23.747499,22.087757,177324800,0.0990713257414637,1188
2016-02-10,23.98,24.0875,23.525,23.567499,21.92034,169374400,0.0735276169803738,1045
2016-02-11,23.4475,23.68,23.147499,23.424999,21.787796,200298800,0.0714868949035615,1194
2016-02-12,23.547501,23.625,23.252501,23.497499,21.855232,161405600,0.0532965922965922,1014
2016-02-16,23.754999,24.2125,23.6525,24.16,22.471428,196231600,0.0411264976722827,1272
2016-02-17,24.1675,24.5525,24.0375,24.530001,22.815565,179452800,0.0399579022791873,2215
2016-02-18,24.709999,24.7225,24.022499,24.065001,22.38307,156084000,0.0379872596352703,2418
2016-02-19,24.0,24.190001,23.950001,24.01,22.331917,141496800,0.0573149292879803,2226
2016-02-22,24.077499,24.225,23.98,24.219999,22.527231,137123200,0.0658719551254847,1536
2016-02-23,24.1,24.125,23.637501,23.672501,22.018002,127770400,0.0597136439444152,2078
2016-02-24,23.495001,24.094999,23.33,24.025,22.345863,145022800,0.0174010499686432,1843
2016-02-25,24.012501,24.190001,23.8125,24.190001,22.499331,110330800,-0.0305282190513456,1839
2016-02-26,24.299999,24.504999,24.145,24.227501,22.534208,115964400,0.0196456655863236,2319
2016-02-29,24.215,24.557501,24.1625,24.172501,22.483057,140865200,0.2741605733202372,152
2016-03-01,24.4125,25.192499,24.355,25.1325,23.375963,201628400,0.0425627658476687,1427
2016-03-02,25.127501,25.2225,24.91,25.1875,23.427116,132678400,0.0538487132693408,1876
2016-03-03,25.145,25.4275,25.112499,25.375,23.601511,147822800,0.0399777861521285,1536
2016-03-04,25.592501,25.9375,25.342501,25.752501,23.952627,184220400,0.0360940083379884,1893
2016-03-07,25.5975,25.7075,25.24,25.467501,23.687551,143315600,-0.0423245880652535,1116
2016-03-08,25.195,25.440001,25.1,25.2575,23.492224,126247600,-0.0251172306168271,1703
2016-03-09,25.327499,25.395,25.067499,25.280001,23.513155,108806800,0.0137398139805436,1113
2016-03-10,25.352501,25.559999,25.0375,25.2925,23.524775,134054400,0.0220602665964408,1289
2016-03-11,25.559999,25.57,25.375,25.565001,23.778234,109632800,-0.036876300891827,1817
2016-03-14,25.477501,25.727501,25.445,25.629999,23.838688,100304400,0.0635264970522614,868
2016-03-15,25.99,26.295,25.9625,26.145,24.317701,160270800,0.0778440384688068,1446
2016-03-16,26.1525,26.577499,26.147499,26.4925,24.640911,153214000,-0.0592344956891763,1561
2016-03-17,26.379999,26.6175,26.24,26.450001,24.601379,137682800,0.0150974258994957,1911
2016-03-18,26.584999,26.625,26.297501,26.48,24.629284,176820800,0.0455852354492501,1406
2016-03-21,26.4825,26.9125,26.285,26.477501,24.626959,142010800,0.0030230313056911,3052
2016-03-22,26.3125,26.8225,26.3025,26.68,24.815302,129777600,0.0599757959627058,3841
2016-03-23,26.620001,26.7675,26.475,26.532499,24.67811,102814000,0.0447696416653401,1866
2016-03-24,26.3675,26.5625,26.2225,26.4175,24.571148,104532000,0.0750226777626387,1883
2016-03-28,26.5,26.547501,26.264999,26.297501,24.459534,77645600,0.0237544924095447,1086
2016-03-29,26.2225,26.9475,26.219999,26.92,25.038527,124760400,0.0636389984600166,2138
2016-03-30,27.1625,27.605,27.15,27.389999,25.475679,182404400,0.1110830808788803,2037
2016-03-31,27.43,27.475,27.219999,27.247499,25.343138,103553600,0.0411514174340314,536
2016-04-01,27.195,27.5,27.049999,27.497499,25.575666,103496000,0.0482196249102217,1066
2016-04-04,27.605,28.047501,27.567499,27.780001,25.838421,149424800,0.1288829087403645,1124
2016-04-05,27.377501,27.682501,27.355,27.452499,25.53381,106314800,0.0568321157294786,1541
2016-04-06,27.557501,27.745001,27.299999,27.74,25.801216,105616400,0.0565149107345576,1287
2016-04-07,27.487499,27.605,27.030001,27.135,25.238501,127207600,0.063461089386155,1354
2016-04-08,27.227501,27.442499,27.0425,27.165001,25.266407,94326800,0.0470345761230079,1359
2016-04-11,27.2425,27.6525,27.2075,27.254999,25.350115,117630000,0.0812832592598364,841
2016-04-12,27.334999,27.625,27.165001,27.610001,25.680305,108929200,0.1000484841278213,1226
2016-04-13,27.700001,28.084999,27.700001,28.01,26.052345,133029200,0.1329254126116282,1283
2016-04-14,27.905001,28.0975,27.8325,28.025,26.066298,101895600,0.0716426532839276,1315
2016-04-15,28.0275,28.075001,27.432501,27.4625,25.543112,187756000,0.0689788040784222,1791
2016-04-18,27.2225,27.237499,26.735001,26.870001,24.992023,243286000,0.0547061869475442,1127
2016-04-19,26.969999,27.0,26.557501,26.727501,24.859484,129539600,0.083393536337183,2051
